IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,6577,4383,6576
4294966998,4294967084,4294967084,4294962906,4294965095,4294958525
4294967084,4294967084,4294967109,4379,1094,4294967295
4294967084,4294967084,4294967084,6578,4294967294,9867
4294967084,4294967084,4294967084,4294966202,2166,4338
4294967084,4294967084,4294967084,4294966211,4294965115,4294965116
4294967084,4294967084,4294967084,4294966196,4294967292,10923
4294967084,4294967084,4294967084,4294965100,4294966203,4294965100
4294967084,4294967084,4294967084,4294966200,4294964005,4294966198
4294967084,4294967084,4294967084,8780,4294967293,6592
4294967084,4294967084,4294967084,6582,3288,9877
4294967084,4294967084,4294967084,4294963988,4294967288,4294967288
4294967084,4294967084,4294967084,4409,42,6584
4294967109,4294967084,4294967084,6589,4294967295,3288
4294967084,4294967084,4294967084,4294966198,4294965099,4294967293
4294967084,4294967084,4294967084,4294963994,4294967275,4294965108
4294966997,4294967084,4294967084,4294966200,4294959605,4294967286
4294967084,4294967084,4294967136,4389,3291,4294966204
4294967084,4294967084,4294967084,6542,4294967293,4366
4294967000,4294967084,4294967084,4294965102,4294964004,4294961811
