IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,13763095,4277522112,3576811
4294967000,4294967084,4294967084,14779808,4278110549,1969491
4294967084,4294967084,4294967084,4285573659,18430064,4286069131
4294967084,4294967084,4294967084,4285387496,18427040,4286237367
4294967084,4294967084,4294967084,830293,4278627849,15454165
4294967084,4294967084,4294967084,17396236,4281247309,4291192479
4294967084,4294967084,4294966912,7207841,11052146,4276758870
4294967084,4294967084,4294967084,6194719,11885013,4276934708
4294967084,4294967084,4294967084,4315379,13340423,4277383836
4294967084,4294967084,4294967084,2838461,14344384,4277855792
4294967084,4294967084,4294967084,10647540,4276632220,7588708
4294967084,4294967084,4294967084,37865,15956517,4279088926
4294967084,4294967084,4294967084,11543347,4276780666,6543467
4294967084,4294967084,4294967084,16289157,4294070295,4279565267
4294967084,4294967084,4294967084,4276731982,10558183,7771408
4294967084,4294967084,4294967084,4290700733,4281592733,17574159
4294967084,4294967084,4294967084,14182334,2961189,4277828160
4294967084,4294967084,4294967084,4285461345,18428150,4286173373
4294967000,4294967084,4294967084,4292366383,4280495399,17012550
4294967084,4294967084,4294967084,4278054052,2394053,14538918
4294967084,4294967084,4294967084,4282053560,17811499,4290182465
4294967084,4294967084,4294967084,4279482428,16298370,4294284267
4294967084,4294967084,4294967084,17824509,4289688200,4282379042
4294967084,4294967084,4294967084,16982825,4292366795,4280552162
4294966929,4294967084,4294967084,4291346021,17460687,4281232066
