ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked
0,0,1,1567063637,9,25,0,5,0,0,0,0,0,0,1567063657,1567059919,752,2,1567063659,1,0,1,0,0,1567034791,13,4,1567063657,9,1
0,0,1,1567063637,9,25,0,5,0,0,0,0,0,0,1567063658,1567059919,752,2,1567063659,1,0,0,0,0,1567057776,1181,3,1,0,0
0,0,1,1567063637,10,25,0,5,0,0,0,0,0,0,1567063662,1567059919,753,2,5,1,0,1,0,0,1567034791,14,4,4,9,1
0,0,1,1567063637,10,25,0,5,0,0,0,0,0,0,1567063663,1567059919,753,2,5,1,0,0,0,0,1567057776,1182,3,1,0,0
0,0,1,1567063637,11,25,0,5,0,0,0,0,0,0,1567063667,1567059919,754,2,5,1,0,1,0,0,1567034791,15,4,4,9,1
0,0,1,1567063637,11,25,0,5,0,0,0,0,0,0,1567063668,1567059919,754,2,5,1,0,0,0,0,1567057776,1183,3,1,0,0
0,0,1,1567063637,12,25,0,5,0,0,0,0,0,0,1567063672,1567059919,755,2,5,1,0,1,0,0,1567034791,16,4,4,9,1
0,0,1,1567063637,12,25,0,5,0,0,0,0,0,0,1567063673,1567059919,755,2,5,1,0,0,0,0,1567057776,1184,3,1,0,0
0,0,1,1567063637,13,25,0,5,0,0,0,0,0,0,1567063677,1567059919,756,2,5,1,0,1,0,0,1567034791,17,4,4,9,1
0,0,1,1567063637,13,25,0,5,0,0,0,0,0,0,1567063678,1567059919,756,2,5,1,0,0,0,0,1567057776,1185,3,1,0,0
0,0,1,1567063637,14,25,0,5,0,0,0,0,0,0,1567063682,1567059919,757,2,5,1,0,1,0,0,1567034791,18,4,4,9,1
0,0,1,1567063637,14,25,0,5,0,0,0,0,0,0,1567063683,1567059919,757,2,5,1,0,0,0,0,1567057776,1186,3,1,0,0
0,0,1,1567063637,15,25,0,5,0,0,0,0,0,0,1567063687,1567059919,758,2,5,1,0,1,0,0,1567034791,19,4,4,9,1
0,0,1,1567063637,15,25,0,5,0,0,0,0,0,0,1567063688,1567059919,758,2,5,1,0,0,0,0,1567057776,1187,3,1,0,0
0,0,1,1567063637,16,25,0,5,0,0,0,0,0,0,1567063693,1567059919,759,2,5,1,0,0,0,0,1567057776,1188,3,5,0,0
0,0,1,1567063637,17,25,0,5,0,0,0,0,0,0,1567063698,1567059919,760,2,5,1,0,0,0,0,1567057776,1189,3,5,0,0
0,0,1,1567063637,18,25,0,5,0,0,0,0,0,0,1567063703,1567059919,761,2,5,1,0,0,0,0,1567057776,1190,3,5,0,0
0,0,1,1567063637,19,25,0,5,0,0,0,0,0,0,1567063708,1567059919,762,2,5,1,0,0,0,0,1567057776,1191,3,5,0,0
0,0,1,1567063637,20,25,0,5,0,0,0,0,0,0,1567063713,1567059919,763,2,5,1,0,0,0,0,1567057776,1192,3,5,0,0
