IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,4286629528,18403090,4285003943
4294967084,4294967084,4294967084,1036899,4278538507,15345624
4294967084,4294967084,4294967084,17416386,4281247481,4291170934
4294967084,4294967084,4294967084,1736621,4278217454,14950675
4294967084,4294967084,4294967084,7122226,11125308,4276774562
4294967084,4294967084,4294967084,6062037,12005231,4276960314
4294967084,4294967084,4294967084,18320699,4285739123,4285802424
4294967084,4294967084,4294967084,18226330,4287365781,4284308494
4294967084,4294967084,4294967084,4281946560,4290317896,17676709
4294967084,4294967084,4294967084,4284222222,4287462407,18236834
4294967084,4294967084,4294967084,10470655,4276612923,7801456
4294967084,4294967084,4294967084,4292222906,17165988,4280661944
4294967084,4294967084,4294967084,14163976,2998027,4277826123
4294967084,4294967084,4294967084,4276744395,7633123,10668704
4294967084,4294967084,4294967084,1164638,4278455510,15271493
4294967084,4294967084,4294967084,1164638,4278455510,15271493
4294967084,4294967084,4294967084,7706450,10602310,4276705712
4294967084,4294967084,4294967084,4280135446,16839888,4293077695
