IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,16816446,4280197867,4292818318
4294967084,4294967084,4294967084,4278018869,2468293,14506412
4294967084,4294967084,4294967084,4278018869,2468293,14506412
4294967084,4294967084,4294967084,4071995,4277358798,13436723
4294967084,4294966928,4294967084,18293397,4286493111,4285117155
4294967084,4294967084,4294967084,9643842,4276543839,8727973
4294967084,4294967084,4294967084,4284959094,4286651583,18289940
4294967084,4294967084,4294967084,15617664,517394,4278833346
4294967084,4294967084,4294967084,4287952219,18275201,4283804781
4294967084,4294967084,4294967084,4277171672,5214803,12636734
4294967084,4294967084,4294967084,17817583,4282276019,4289767513
4294967084,4294967084,4294967084,4279303757,4294594422,16056136
4294967084,4294967084,4294967084,18268134,4287023177,4284593937
4294967084,4294967084,4294967084,4277587276,13778330,3702555
4294967109,4294967084,4294967084,4285383064,4286181464,18325107
4294967084,4294967084,4294967084,4287862996,4283835208,18188141
