IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,16307646,4294029854,4279571881
4294967084,4294967084,4294967084,4276711161,10433180,7918325
4294967084,4294967084,4294967084,4289319496,18028140,4282700987
4294967000,4294967000,4294967084,4276877045,6630743,11517599
4294967084,4294967084,4294967084,4293461174,4279825306,16589995
4294967084,4294967084,4294967084,17411453,4281289752,4291127161
4294967084,4294967084,4294967084,4283072534,18123026,4288847551
4294967084,4294967084,4294967084,4278642450,993464,15359875
4294967084,4294967084,4294967084,4279303691,4294560686,16071319
4294967084,4294967084,4294967084,4280260780,16906323,4292882601
4294967084,4294967084,4294967084,4576499,13152454,4277310653
4294967084,4294967084,4294967084,2906222,14295649,4277836681
4294967084,4294967084,4294967084,10686404,4276627553,7553424
4294967084,4294967084,4294967084,17474885,4290971785,4281470392
4294967084,4294967084,4294967084,4293868983,16487294,4279682434
4294967084,4294967084,4294967084,4276880923,11638439,6521468
4294967084,4294967084,4294967084,13239957,4277294452,4334249
4294967084,4294967084,4294967084,14915890,1759969,4278283771
4294967084,4294967084,4294967084,4293199092,4279985587,16677553
4294967084,4294967084,4294967084,16035250,4279233048,4294572196
4294967084,4294967084,4294967084,4276966261,6112990,11932982
4294967084,4294967084,4294967084,4278049043,2407083,14551759
4294967084,4294967084,4294967084,7811272,10486188,4276688501
4294967084,4294967084,4294967084,4281053600,4291604296,17272358
4294967084,4294967084,4294967084,4278071112,14641719,2380525
4294967084,4294967084,4294967084,4285421373,4286169385,18327245
