ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked,IA,IB,IC,VA,VB,VC
0,0,0,1567064333,322,31,0,5,0,1,1,1,0,0,1567065923,1567064595,270,8,5,1,0,0,0,0,1567057776,1634,3,5,0,0,4294967084,4294967084,4294967084,16816446,4280197867,4292818318
0,0,0,1567064333,322,31,0,5,0,1,1,1,0,0,1567065923,1567064595,270,8,5,1,0,0,0,1,1567057776,1446,3,0,7,1,4294967084,4294967084,4294967084,4278018869,2468293,14506412
0,0,0,1567064333,323,31,0,5,0,1,1,1,0,0,1567065928,1567064595,271,8,5,1,0,0,0,0,1567057776,1635,3,5,0,0,4294967084,4294967084,4294967084,4278018869,2468293,14506412
0,0,0,1567064333,323,31,0,5,0,1,1,1,0,0,1567065928,1567064595,271,8,5,1,0,0,0,1,1567057776,1447,3,0,7,1,4294967084,4294967084,4294967084,4071995,4277358798,13436723
0,0,0,1567064333,324,31,0,5,0,1,1,1,0,0,1567065933,1567064595,272,8,5,1,0,0,0,0,1567057776,1636,3,5,0,0,4294967084,4294966928,4294967084,18293397,4286493111,4285117155
0,0,0,1567064333,324,31,0,5,0,1,1,1,0,0,1567065933,1567064595,272,8,5,1,0,0,0,1,1567057776,1448,3,0,7,1,4294967084,4294967084,4294967084,9643842,4276543839,8727973
0,0,0,1567064333,325,31,0,5,0,1,1,1,0,0,1567065938,1567064595,273,8,5,1,0,0,0,0,1567057776,1637,3,5,0,0,4294967084,4294967084,4294967084,4284959094,4286651583,18289940
0,0,0,1567064333,325,31,0,5,0,1,1,1,0,0,1567065938,1567064595,273,8,5,1,0,0,0,1,1567057776,1449,3,0,7,1,4294967084,4294967084,4294967084,15617664,517394,4278833346
0,0,0,1567064333,326,31,0,5,0,1,1,1,0,0,1567065943,1567064595,274,8,5,1,0,0,0,0,1567057776,1638,3,5,0,0,4294967084,4294967084,4294967084,4287952219,18275201,4283804781
0,0,0,1567064333,326,31,0,5,0,1,1,1,0,0,1567065943,1567064595,274,8,5,1,0,0,0,1,1567057776,1450,3,0,7,1,4294967084,4294967084,4294967084,4277171672,5214803,12636734
0,0,0,1567064333,327,31,0,5,0,1,1,1,0,0,1567065948,1567064595,275,8,5,1,0,0,0,0,1567057776,1639,3,5,0,0,4294967084,4294967084,4294967084,17817583,4282276019,4289767513
0,0,0,1567064333,327,31,0,5,0,1,1,1,0,0,1567065948,1567064595,275,8,5,1,0,0,0,1,1567057776,1451,3,0,7,1,4294967084,4294967084,4294967084,4279303757,4294594422,16056136
0,0,0,1567064333,328,31,0,5,0,1,1,1,0,0,1567065953,1567064595,276,8,5,1,0,0,0,0,1567057776,1640,3,5,0,0,4294967084,4294967084,4294967084,18268134,4287023177,4284593937
0,0,0,1567064333,328,31,0,5,0,1,1,1,0,0,1567065953,1567064595,276,8,5,1,0,0,0,1,1567057776,1452,3,0,7,1,4294967084,4294967084,4294967084,4277587276,13778330,3702555
0,0,0,1567064333,329,31,0,5,0,1,1,1,0,0,1567065958,1567064595,277,8,5,1,0,0,0,0,1567057776,1641,3,5,0,0,4294967109,4294967084,4294967084,4285383064,4286181464,18325107
0,0,0,1567064333,330,31,0,5,0,1,1,1,0,0,1567065963,1567064595,278,8,5,1,0,0,0,0,1567057776,1642,3,5,0,0,4294967084,4294967084,4294967084,4287862996,4283835208,18188141
