IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,18311939,4285762027,4285798129
4294967084,4294967084,4294967084,18269461,4287016486,4284603544
4294967084,4294967084,4294967084,4279279129,16146937,4294632381
4294967084,4294967084,4294967084,17844784,4289624583,4282447606
4294967084,4294967084,4294967084,17821566,4289747827,4282342051
4294967084,4294967084,4294967084,17419369,4291120258,4281355504
4294967084,4294967084,4294967084,4276879425,11646889,6526486
4294967084,4294967084,4294967084,16381089,4293905939,4279648671
4294967084,4294967084,4294967084,4289512727,17983534,4282571050
4294967084,4294967084,4294967084,14152509,3009020,4277817870
4294967084,4294967084,4294967084,4286688123,18395643,4284958261
4294967084,4294967084,4294967084,16876266,4280270087,4292701539
4294967084,4294967084,4294967084,4294749858,4279124985,15976394
4294967084,4294967084,4294967084,4284538092,18364325,4287156083
4294967084,4294967084,4294967084,2241120,4278017436,14641926
4294967084,4294967084,4294967084,4278828258,640905,15537727
4294967084,4294967084,4294967084,5454508,4276982554,12416306
4294967084,4294967084,4294967084,4634233,13097084,4277296340
4294967084,4294967084,4294967084,7794278,4276605062,10467135
4294967084,4294967084,4294967084,4277532977,13667444,3855675
4294967084,4294967084,4294967084,4276758412,10841091,7448923
4294967084,4294967084,4294967084,14825153,4278140123,1878135
4294967084,4294967084,4294967084,4286653540,18397230,4284986934
