IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,4292094514,17204490,4280722288
4294967084,4294967084,4294967084,14832075,1896950,4278233899
4294967084,4294967084,4294967084,4291959230,4280738369,17164626
4294967084,4294967084,4294967084,4276890003,6588132,11560413
4294967084,4294967084,4294967084,17242729,4280961492,4291663487
4294967084,4294967084,4294967084,4278034373,2417664,14539366
4294967084,4294967084,4294967084,18120790,4283539142,4288215570
4294967084,4294967084,4294967084,7138836,11112994,4276769128
4294967084,4294967084,4294967084,4280834827,4291953277,17148681
4294967084,4294967084,4294967084,4281028545,4291617737,17275144
4294967084,4294967084,4294967084,7402791,4276646970,10807922
4294967084,4294967084,4294967084,9496028,4276540155,8840078
4294967084,4294967084,4294967084,1429697,15199031,4278413096
4294967084,4294967084,4294966928,4277241084,12935737,4877256
4294967084,4294967084,4294967084,4291695953,17351363,4281026502
4294967084,4294967084,4294967084,4290781458,17641978,4281603249
4294967084,4294967084,4294967084,14813539,4278120866,1911108
4294967084,4294967084,4294967084,4276699119,8217699,10128308
4294967084,4294967084,4294967084,11484560,6623954,4276861011
4294967084,4294967084,4294967084,4277930240,2697675,14354867
4294967084,4294967084,4294967084,4281588209,17613445,4290856899
4294967084,4294967084,4294967084,4280153788,4293025276,16741385
4294967084,4294967084,4294967084,8315318,4276561606,10001769
