IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,8293796,4276549866,10017325
4294967084,4294967084,4294967084,4278014233,14586461,2483895
4294967084,4294967084,4294967084,4293670187,16568322,4279774002
4294967084,4294967084,4294967084,4293526787,16625929,4279853145
4294967084,4294967084,4294967084,12927617,4277159030,4779758
4294967084,4294967084,4294967084,4276711238,10513564,7829069
4294967084,4294967084,4294967084,4286798377,18395853,4284875226
4294967084,4294967084,4294967084,15619548,4278768251,489587
4294967084,4294967084,4294967084,16073327,4279272243,4294512345
4294967084,4294967084,4294967084,16890575,4280306828,4292659395
4294967084,4294967084,4294967084,4278000321,2570022,14439687
4294967084,4294967084,4294967084,8568888,9806353,4276650113
4294967084,4294967084,4294967084,2404152,4277946781,14548425
4294966997,4294967084,4294967084,18311955,4285698692,4285856065
4294967084,4294967084,4294967084,4280133461,16832458,4293080504
4294967084,4294967084,4294967084,9165800,4276542426,9175703
4294967084,4294967084,4294967084,4277537007,13696613,3846501
4294967084,4294967084,4294967084,4292108167,17210844,4280715281
4294967084,4294967084,4294967084,13978676,4277619903,3275447
4294966998,4294967084,4294967084,4293543714,4279765018,16545747
