ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked
0,0,0,1567076473,30,35,0,5,0,1,1,1,0,0,1567105400,1567064595,2405,8,1567105400,1,0,0,0,0,1567057776,3770,3,5,0,0
0,0,0,1567076473,30,35,0,5,0,0,1,1,0,0,1567105404,1567076604,0,9,4,1,0,0,0,0,1567057776,3771,3,5,11,1
0,0,0,1567076473,31,35,0,5,0,1,1,1,0,0,1567105405,1567064595,2406,8,1,1,0,0,0,0,1567057776,3771,3,5,0,0
0,0,0,1567076473,32,35,0,5,0,0,1,1,0,0,1567105409,1567076604,1,9,4,1,0,0,0,0,1567057776,3772,3,5,11,1
0,0,0,1567076473,32,35,0,5,0,1,1,1,0,0,1567105410,1567064595,2407,8,1,1,0,0,0,0,1567057776,3772,3,5,0,0
0,0,0,1567076473,33,35,0,5,0,0,1,1,0,0,1567105414,1567076604,2,9,4,1,0,0,0,0,1567057776,3773,3,5,11,1
0,0,0,1567076473,33,35,0,5,0,1,1,1,0,0,1567105415,1567064595,2408,8,1,1,0,0,0,0,1567057776,3773,3,5,0,0
0,0,0,1567076473,34,35,0,5,0,0,1,1,0,0,1567105419,1567076604,3,9,4,1,0,0,0,0,1567057776,3774,3,5,11,1
0,0,0,1567076473,34,35,0,5,0,1,1,1,0,0,1567105420,1567064595,2409,8,1,1,0,0,0,0,1567057776,3774,3,5,0,0
0,0,0,1567076473,35,35,0,5,0,0,1,1,0,0,1567105424,1567076604,4,9,4,1,0,0,0,0,1567057776,3775,3,5,11,1
0,0,0,1567076473,35,35,0,5,0,1,1,1,0,0,1567105425,1567064595,2410,8,1,1,0,0,0,0,1567057776,3775,3,5,0,0
0,0,0,1567076473,36,35,0,5,0,0,1,1,0,0,1567105429,1567076604,5,9,4,1,0,0,0,0,1567057776,3776,3,5,11,1
0,0,0,1567076473,36,35,0,5,0,1,1,1,0,0,1567105430,1567064595,2411,8,1,1,0,0,0,0,1567057776,3776,3,5,0,0
0,0,0,1567076473,37,35,0,5,0,0,1,1,0,0,1567105434,1567076604,6,9,4,1,0,0,0,0,1567057776,3777,3,5,11,1
0,0,0,1567076473,37,35,0,5,0,1,1,1,0,0,1567105435,1567064595,2412,8,1,1,0,0,0,0,1567057776,3777,3,5,0,0
0,0,0,1567076473,38,35,0,5,0,1,1,1,0,0,1567105440,1567064595,2413,8,5,1,0,0,0,0,1567057776,3778,3,5,0,0
0,0,0,1567076473,39,35,0,5,0,1,1,1,0,0,1567105445,1567064595,2414,8,5,1,0,0,0,0,1567057776,3779,3,5,0,0
