IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,15668348,373204,4278912566
4294967084,4294967084,4294967084,4288279785,18213113,4283566753
4294967084,4294967084,4294967084,4290691387,4281600292,17596927
4294967084,4294967084,4294967084,4292590445,4280359402,16947428
4294967084,4294967084,4294967084,4292014006,4280711686,17141998
4294967084,4294967084,4294967084,4293539898,4279782526,16546329
4294967084,4294967084,4294967084,4284519324,18358226,4287186331
4294967084,4294967084,4294967084,4282808464,18035522,4289249421
4294967084,4294967084,4294967084,4280211340,16885705,4292967966
4294967084,4294967084,4294967084,4280152989,4293033345,16747147
4294967084,4294967084,4294967084,4280814514,4291999763,17131300
4294967084,4294967084,4294967084,18097812,4288339418,4283443747
4294967084,4294967084,4294967084,2613238,14491066,4277962720
4294967084,4294967084,4294967084,10765674,4276620921,7463715
4294967084,4294967084,4294967084,17059042,4292218523,4280652537
4294967084,4294967084,4294967084,4286614385,4284962539,18306114
4294967084,4294967084,4294967084,4286987230,4284657315,18287850
4294967084,4294967084,4294967084,4276700131,8121637,10209158
4294967084,4294967084,4294967084,4289298019,18036967,4282705903
4294967084,4294966929,4294967084,12970856,4747448,4277259954
4294967084,4294967084,4294967084,4277986804,2561841,14436194
4294967084,4294967084,4294967084,7431163,10839979,4276748768
4294967084,4294967084,4294967084,4280940111,4291776559,17223280
