ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked,IA,IB,IC,VA,VB,VC
0,0,0,1567076473,176,35,0,5,0,1,1,1,0,0,1567106130,1567064595,2551,8,5,1,0,0,0,0,1567057776,3916,3,5,0,0,4294967084,4294967084,4294967084,18311939,4285762027,4285798129
0,0,0,1567076473,176,35,0,5,1,1,1,1,0,0,1567106132,1567077332,0,9,2,1,0,0,0,0,1567057776,3916,3,5,15,1,4294967084,4294967084,4294967084,18269461,4287016486,4284603544
0,0,0,1567076473,177,35,0,5,0,1,1,1,0,0,1567106135,1567064595,2552,8,3,1,0,0,0,0,1567057776,3917,3,5,0,0,4294967084,4294967084,4294967084,4279279129,16146937,4294632381
0,0,0,1567076473,177,35,0,5,1,1,1,1,0,0,1567106137,1567077332,1,9,2,1,0,0,0,0,1567057776,3917,3,5,15,1,4294967084,4294967084,4294967084,17844784,4289624583,4282447606
0,0,0,1567076473,178,35,0,5,0,1,1,1,0,0,1567106140,1567064595,2553,8,3,1,0,0,0,0,1567057776,3918,3,5,0,0,4294967084,4294967084,4294967084,17821566,4289747827,4282342051
0,0,0,1567076473,178,35,0,5,1,1,1,1,0,0,1567106142,1567077332,2,9,2,1,0,0,0,0,1567057776,3918,3,5,15,1,4294967084,4294967084,4294967084,17419369,4291120258,4281355504
0,0,0,1567076473,179,35,0,5,0,1,1,1,0,0,1567106145,1567064595,2554,8,3,1,0,0,0,0,1567057776,3919,3,5,0,0,4294967084,4294967084,4294967084,4276879425,11646889,6526486
0,0,0,1567076473,179,35,0,5,1,1,1,1,0,0,1567106147,1567077332,3,9,2,1,0,0,0,0,1567057776,3919,3,5,15,1,4294967084,4294967084,4294967084,16381089,4293905939,4279648671
0,0,0,1567076473,180,35,0,5,0,1,1,1,0,0,1567106150,1567064595,2555,8,3,1,0,0,0,0,1567057776,3920,3,5,0,0,4294967084,4294967084,4294967084,4289512727,17983534,4282571050
0,0,0,1567076473,180,35,0,5,1,1,1,1,0,0,1567106152,1567077332,4,9,2,1,0,0,0,0,1567057776,3920,3,5,15,1,4294967084,4294967084,4294967084,14152509,3009020,4277817870
0,0,0,1567076473,181,35,0,5,0,1,1,1,0,0,1567106155,1567064595,2556,8,3,1,0,0,0,0,1567057776,3921,3,5,0,0,4294967084,4294967084,4294967084,4286688123,18395643,4284958261
0,0,0,1567076473,181,35,0,5,1,1,1,1,0,0,1567106157,1567077332,5,9,2,1,0,0,0,0,1567057776,3921,3,5,15,1,4294967084,4294967084,4294967084,16876266,4280270087,4292701539
0,0,0,1567076473,182,35,0,5,0,1,1,1,0,0,1567106160,1567064595,2557,8,3,1,0,0,0,0,1567057776,3922,3,5,0,0,4294967084,4294967084,4294967084,4294749858,4279124985,15976394
0,0,0,1567076473,182,35,0,5,1,1,1,1,0,0,1567106162,1567077332,6,9,2,1,0,0,0,0,1567057776,3922,3,5,15,1,4294967084,4294967084,4294967084,4284538092,18364325,4287156083
0,0,0,1567076473,183,35,0,5,0,1,1,1,0,0,1567106165,1567064595,2558,8,3,1,0,0,0,0,1567057776,3923,3,5,0,0,4294967084,4294967084,4294967084,2241120,4278017436,14641926
0,0,0,1567076473,183,35,0,5,1,1,1,1,0,0,1567106167,1567077332,7,9,2,1,0,0,0,0,1567057776,3923,3,5,15,1,4294967084,4294967084,4294967084,4278828258,640905,15537727
0,0,0,1567076473,184,35,0,5,0,1,1,1,0,0,1567106170,1567064595,2559,8,3,1,0,0,0,0,1567057776,3924,3,5,0,0,4294967084,4294967084,4294967084,5454508,4276982554,12416306
0,0,0,1567076473,184,35,0,5,1,1,1,1,0,0,1567106172,1567077332,8,9,2,1,0,0,0,0,1567057776,3924,3,5,15,1,4294967084,4294967084,4294967084,4634233,13097084,4277296340
0,0,0,1567076473,185,35,0,5,0,1,1,1,0,0,1567106175,1567064595,2560,8,3,1,0,0,0,0,1567057776,3925,3,5,0,0,4294967084,4294967084,4294967084,7794278,4276605062,10467135
0,0,0,1567076473,186,35,0,5,0,1,1,1,0,0,1567106180,1567064595,2561,8,5,1,0,0,0,0,1567057776,3926,3,5,0,0,4294967084,4294967084,4294967084,4277532977,13667444,3855675
0,0,0,1567076473,187,35,0,5,0,1,1,1,0,0,1567106185,1567064595,2562,8,5,1,0,0,0,0,1567057776,3927,3,5,0,0,4294967084,4294967084,4294967084,4276758412,10841091,7448923
0,0,0,1567076473,188,35,0,5,0,1,1,1,0,0,1567106190,1567064595,2563,8,5,1,0,0,0,0,1567057776,3928,3,5,0,0,4294967084,4294967084,4294967084,14825153,4278140123,1878135
0,0,0,1567076473,189,35,0,5,0,1,1,1,0,0,1567106195,1567064595,2564,8,5,1,0,0,0,0,1567057776,3929,3,5,0,0,4294967084,4294967084,4294967084,4286653540,18397230,4284986934
