ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked,IA,IB,IC,VA,VB,VC
0,0,0,1567064333,362,31,0,10,0,1,1,1,0,0,1567066120,1567064595,309,8,10,1,0,0,0,0,1567057776,1675,3,10,0,0,4294967084,4294967084,4294967084,4294961897,4294960775,4294967273
0,0,0,1567064333,364,31,0,10,0,1,1,1,0,0,1567066130,1567064595,311,8,10,1,0,0,0,0,1567057776,1677,3,10,0,0,4294966928,4294967084,4294967084,6582,5470,7666
0,0,0,1567064333,366,31,0,10,0,1,1,1,0,0,1567066140,1567064595,313,8,10,1,0,0,0,0,1567057776,1679,3,10,0,0,4294967084,4294967084,4294967084,4294962911,4294964012,4294967295
0,0,0,1567064333,368,31,0,10,0,1,1,1,0,0,1567066150,1567064595,315,8,10,1,0,0,0,0,1567057776,1681,3,10,0,0,4294967084,4294967084,4294967084,4294966198,4294960716,4294961811
0,0,0,1567064333,370,31,0,10,0,1,1,1,0,0,1567066160,1567064595,317,8,10,1,0,0,0,0,1567057776,1683,3,10,0,0,4294967084,4294967084,4294967084,4294966234,4294962952,4294961890
0,0,0,1567064333,372,31,0,10,0,1,1,1,0,0,1567066170,1567064595,319,8,10,1,0,0,0,0,1567057776,1685,3,10,0,0,4294967084,4294967084,4294967084,4294966194,4294965104,4294967282
0,0,0,1567064333,374,31,0,10,0,1,1,1,0,0,1567066180,1567064595,321,8,10,1,0,0,0,0,1567057776,1687,3,10,0,0,4294967084,4294967084,4294967084,4294966205,4294960723,4294964018
0,0,0,1567064333,376,31,0,10,0,1,1,1,0,0,1567066190,1567064595,323,8,10,1,0,0,0,0,1567057776,1689,3,10,0,0,4294967084,4294967084,4294967084,4294962913,4294964007,4294965105
0,0,0,1567064333,378,31,0,10,0,1,1,1,0,0,1567066200,1567064595,325,8,10,1,0,0,0,0,1567057776,1691,3,10,0,0,4294967084,4294967084,4294967084,5461,2177,1093
0,0,0,1567064333,380,31,0,10,0,1,1,1,0,0,1567066210,1567064595,327,8,10,1,0,0,0,0,1567057776,1693,3,10,0,0,4294967084,4294967084,4294967084,4294959620,4294959622,4294961814
0,0,0,1567064333,382,31,0,10,0,1,1,1,0,0,1567066220,1567064595,329,8,10,1,0,0,0,0,1567057776,1695,3,10,0,0,4294967084,4294967084,4294967084,4294958515,4294964003,4294967290
0,0,0,1567064333,384,31,0,10,0,1,1,1,0,0,1567066230,1567064595,331,8,10,1,0,0,0,0,1567057776,1697,3,10,0,0,4294967084,4294967084,4294967084,4294966198,4294962905,4294961805
0,0,0,1567064333,386,31,0,10,0,1,1,1,0,0,1567066240,1567064595,333,8,10,1,0,0,0,0,1567057776,1699,3,10,0,0,4294967084,4294967084,4294967084,6578,5461,10945
0,0,0,1567064333,388,31,0,10,0,1,1,1,0,0,1567066250,1567064595,335,8,10,1,0,0,0,0,1567057776,1701,3,10,0,0,4294967084,4294967084,4294967084,4294962907,4294965119,4294965063
0,0,0,1567064333,390,31,0,10,0,1,1,1,0,0,1567066260,1567064595,337,8,10,1,0,0,0,0,1567057776,1703,3,10,0,0,4294967084,4294967084,4294967084,4294964005,4294964007,4294965103
0,0,0,1567064333,392,31,0,10,0,1,1,1,0,0,1567066270,1567064595,339,8,10,1,0,0,0,0,1567057776,1705,3,10,0,0,4294967084,4294967084,4294967084,4358,4294965098,5464
0,0,0,1567064333,394,31,0,10,0,1,1,1,0,0,1567066280,1567064595,341,8,10,1,0,0,0,0,1567057776,1707,3,10,0,0,4294967084,4294967084,4294967084,4368,4294965100,3274
0,0,0,1567064333,396,31,0,10,0,1,1,1,0,0,1567066290,1567064595,343,8,10,1,0,0,0,0,1567057776,1709,3,10,0,0,4294967084,4294967084,4294967084,5423,4294967290,4294967282
0,0,0,1567064333,398,31,0,10,0,1,1,1,0,0,1567066300,1567064595,345,8,10,1,0,0,0,0,1567057776,1711,3,10,0,0,4294967084,4294967084,4294967084,4294965107,4294966197,4294967292
0,0,0,1567064333,400,31,0,10,0,1,1,1,0,0,1567066310,1567064595,347,8,10,1,0,0,0,0,1567057776,1713,3,10,0,0,4294967084,4294967084,4294967084,4294966200,4294962922,4294962951
0,0,0,1567064333,402,31,0,10,0,1,1,1,0,0,1567066320,1567064595,349,8,10,1,0,0,0,0,1567057776,1715,3,10,0,0,4294967084,4294967084,4294967084,4294958590,4294961844,4294961854
0,0,0,1567064333,404,31,0,10,0,1,1,1,0,0,1567066330,1567064595,351,8,10,1,0,0,0,0,1567057776,1717,3,10,0,0,4294967084,4294967084,4294967084,4294961862,4294959686,4294959728
0,0,0,1567064333,406,31,0,10,0,1,1,1,0,0,1567066340,1567064595,353,8,10,1,0,0,0,0,1567057776,1719,3,10,0,0,4294967084,4294967084,4294967084,4294965105,4294965104,6574
0,0,0,1567064333,408,31,0,10,0,1,1,1,0,0,1567066350,1567064595,355,8,10,1,0,0,0,0,1567057776,1721,3,10,0,0,4294967084,4294967084,4294967084,4294966193,4294962907,4294960718
0,0,0,1567064333,410,31,0,10,0,1,1,1,0,0,1567066360,1567064595,357,8,10,1,0,0,0,0,1567057776,1723,3,10,0,0,4294967084,4294967084,4294967084,4294957436,4294962908,4294960725
0,0,0,1567064333,412,31,0,10,0,1,1,1,0,0,1567066370,1567064595,359,8,10,1,0,0,0,0,1567057776,1725,3,10,0,0,4294966999,4294967084,4294967084,4294964007,4294965104,4294967295
0,0,0,1567064333,414,31,0,10,0,1,1,1,0,0,1567066380,1567064595,361,8,10,1,0,0,0,0,1567057776,1727,3,10,0,0,4294967084,4294967084,4294967084,4294963985,4294965099,4294965109
0,0,0,1567064333,416,31,0,10,0,1,1,1,0,0,1567066390,1567064595,363,8,10,1,0,0,0,0,1567057776,1729,3,10,0,0,4294967084,4294967084,4294967084,4294966193,4294963984,4294966154
0,0,0,1567064333,418,31,0,10,0,1,1,1,0,0,1567066400,1567064595,365,8,10,1,0,0,0,0,1567057776,1731,3,10,0,0,4294967084,4294967084,4294967084,5484,4294965102,4388
0,0,0,1567064333,420,31,0,10,0,1,1,1,0,0,1567066410,1567064595,367,8,10,1,0,0,0,0,1567057776,1733,3,10,0,0,4294967084,4294967084,4294967084,4294966200,4294967295,4294966196
0,0,0,1567064333,422,31,0,10,0,1,1,1,0,0,1567066420,1567064595,369,8,10,1,0,0,0,0,1567057776,1735,3,10,0,0,4294967084,4294967084,4294967084,4294966201,4294965100,4294965104
0,0,0,1567064333,424,31,0,10,0,1,1,1,0,0,1567066430,1567064595,371,8,10,1,0,0,0,0,1567057776,1737,3,10,0,0,4294967084,4294967084,4294967084,7606,4294965084,3255
0,0,0,1567064333,426,31,0,10,0,1,1,1,0,0,1567066440,1567064595,373,8,10,1,0,0,0,0,1567057776,1739,3,10,0,0,4294967084,4294967084,4294967084,8765,4294967294,4294967293
0,0,0,1567064333,428,31,0,10,0,1,1,1,0,0,1567066450,1567064595,375,8,10,1,0,0,0,0,1567057776,1741,3,10,0,0,4294967084,4294967084,4294967084,8770,4383,5482
0,0,0,1567064333,430,31,0,10,0,1,1,1,0,0,1567066460,1567064595,377,8,10,1,0,0,0,0,1567057776,1743,3,10,0,0,4294967084,4294967084,4294967084,4294966204,4294965104,4294964008
0,0,0,1567064333,432,31,0,10,0,1,1,1,0,0,1567066470,1567064595,379,8,10,1,0,0,0,0,1567057776,1745,3,10,0,0,4294967084,4294967000,4294967084,9860,4385,6571
0,0,0,1567064333,434,31,0,10,0,1,1,1,0,0,1567066480,1567064595,381,8,10,1,0,0,0,0,1567057776,1747,3,10,0,0,4294967084,4294966998,4294967084,4370,3284,5443
0,0,0,1567064333,436,31,0,10,0,1,1,1,0,0,1567066490,1567064595,383,8,10,1,0,0,0,0,1567057776,1749,3,10,0,0,4294966998,4294967084,4294967084,4294965096,4294965100,4294965107
0,0,0,1567064333,438,31,0,10,0,1,1,1,0,0,1567066500,1567064595,385,8,10,1,0,0,0,0,1567057776,1751,3,10,0,0,4294967084,4294966977,4294967084,4294966200,4294965092,8680
0,0,0,1567064333,440,31,0,10,0,1,1,1,0,0,1567066510,1567064595,387,8,10,1,0,0,0,0,1567057776,1753,3,10,0,0,4294967084,4294967084,4294967084,4294959695,4294965136,4294965142
0,0,0,1567064333,442,31,0,10,0,1,1,1,0,0,1567066520,1567064595,389,8,10,1,0,0,0,0,1567057776,1755,3,10,0,0,4294967084,4294967084,4294967084,4294957552,4294965090,4294965136
0,0,0,1567064333,444,31,0,10,0,1,1,1,0,0,1567066530,1567064595,391,8,10,1,0,0,0,0,1567057776,1757,3,10,0,0,4294967084,4294967084,4294967084,13044,4294965110,8699
0,0,0,1567064333,446,31,0,10,0,1,1,1,0,0,1567066540,1567064595,393,8,10,1,0,0,0,0,1567057776,1759,3,10,0,0,4294967084,4294967084,4294967084,4294965074,4294962906,4294961785
0,0,0,1567064333,448,31,0,10,0,1,1,1,0,0,1567066550,1567064595,395,8,10,1,0,0,0,0,1567057776,1761,3,10,0,0,4294967084,4294967084,4294967084,4294962901,4294965106,4294961805
0,0,0,1567064333,450,31,0,10,0,1,1,1,0,0,1567066560,1567064595,397,8,10,1,0,0,0,0,1567057776,1763,3,10,0,0,4294967084,4294967084,4294967084,4294965102,4294962909,4294965104
0,0,0,1567064333,452,31,0,10,0,1,1,1,0,0,1567066570,1567064595,399,8,10,1,0,0,0,0,1567057776,1765,3,10,0,0,4294967084,4294967084,4294967084,4294966245,4294965115,4294967295
0,0,0,1567064333,454,31,0,10,0,1,1,1,0,0,1567066580,1567064595,401,8,10,1,0,0,0,0,1567057776,1767,3,10,0,0,4294967084,4294967084,4294967084,4294962909,4294967295,4294964007
0,0,0,1567064333,456,31,0,10,0,1,1,1,0,0,1567066590,1567064595,403,8,10,1,0,0,0,0,1567057776,1769,3,10,0,0,4294967084,4294967084,4294967084,4294965112,4294967294,3297
0,0,0,1567064333,458,31,0,10,0,1,1,1,0,0,1567066600,1567064595,405,8,10,1,0,0,0,0,1567057776,1771,3,10,0,0,4294967084,4294967084,4294967084,4294966200,4294965102,4294961822
0,0,0,1567064333,460,31,0,10,0,1,1,1,0,0,1567066610,1567064595,407,8,10,1,0,0,0,0,1567057776,1773,3,10,0,0,4294967084,4294967084,4294967084,7549,4294967261,6458
0,0,0,1567064333,462,31,0,10,0,1,1,1,0,0,1567066620,1567064595,409,8,10,1,0,0,0,0,1567057776,1775,3,10,0,0,4294967084,4294967084,4294967084,6483,3179,4294967262
0,0,0,1567064333,464,31,0,10,0,1,1,1,0,0,1567066630,1567064595,411,8,10,1,0,0,0,0,1567057776,1777,3,10,0,0,4294967084,4294967084,4294967084,4294957417,4294967295,4294959612
0,0,0,1567064333,466,31,0,10,0,1,1,1,0,0,1567066640,1567064595,413,8,10,1,0,0,0,0,1567057776,1779,3,10,0,0,4294967084,4294967084,4294967084,10964,4294965117,5452
0,0,0,1567064333,468,31,0,10,0,1,1,1,0,0,1567066650,1567064595,415,8,10,1,0,0,0,0,1567057776,1781,3,10,0,0,4294967084,4294967084,4294967084,5485,1100,6573
0,0,0,1567064333,470,31,0,10,0,1,1,1,0,0,1567066660,1567064595,417,8,10,1,0,0,0,0,1567057776,1783,3,10,0,0,4294967084,4294967084,4294967084,9867,4349,3269
0,0,0,1567064333,472,31,0,10,0,1,1,1,0,0,1567066670,1567064595,419,8,10,1,0,0,0,0,1567057776,1785,3,10,0,0,4294967084,4294967084,4294967084,5492,4385,7678
