IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,12063,6579,5483
4294967084,4294967084,4294967084,4294960761,4294965129,4294961841
4294967084,4294967084,4294967084,13141,6573,7661
4294967084,4294967084,4294967084,4294967284,4294965078,4294966188
4294967084,4294967084,4294967084,6738639,4276742688,11376332
4294967084,4294967084,4294967084,7191343,11054334,4276756650
4294967084,4294967084,4294967084,4277507869,13613058,3956945
4294967084,4294967084,4294967084,4276738606,7053601,11245257
4294967084,4294967084,4294967084,10384378,4276501566,7975021
4294967084,4294967084,4294967084,15940732,13724,4279027102
4294967084,4294967084,4294967084,10955,4294966202,9860
4294967084,4294967084,4294967084,6575,5471,5479
4294967084,4294967084,4294967084,4294967293,2191,4294966200
4294967084,4294967084,4294967084,10933,6558,5462
4294967084,4294967084,4294967084,4294966196,4294966203,4294964005
4294967084,4294967084,4294967084,4294965102,4294965101,4294967288
4294967084,4294967084,4294967084,4294962898,4294966206,4294966187
4294967084,4294967084,4294967084,7708,4294966232,6623
4294967084,4294967084,4294967084,13115,4394,12052
4294967084,4294967084,4294967084,5436,4294966200,6501
4294967084,4294967084,4294967084,4294964007,1096,4294966199
