IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,4294964006,4294965103,4294964005
4294966929,4294967084,4294967084,9863,7671,8768
4294966955,4294967084,4294967084,6557,3265,4361
4294967084,4294967084,4294967084,7244246,10999977,4276747087
4294967084,4294967084,4294967084,13031303,4277195028,4645589
4294967084,4294967084,4294967084,15608868,4278768673,514116
4294967084,4294967084,4294967084,18084980,4288348414,4283454052
4294967084,4294967084,4294967084,2529879,4277827778,14542763
4294967084,4294967084,4294967084,4287467189,18409202,4284154793
4294967084,4294967084,4294967084,4294966198,24116,4378
4294967084,4294967084,4294967084,4294965110,4294966211,23
