ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked,IA,IB,IC,VA,VB,VC
0,0,0,1567390411,2909,10,0,10,0,0,0,0,0,0,1567404933,1567404718,47,73,10,1,0,0,0,0,1567404718,48,25,10,11,2,4294967084,4294967084,4294967084,4294964006,4294965103,4294964005
0,0,0,1567390411,2911,10,0,10,0,0,0,0,0,0,1567404943,1567404718,49,73,10,1,0,0,0,0,1567404718,50,25,10,11,2,4294966929,4294967084,4294967084,9863,7671,8768
0,0,0,1567390411,2913,10,0,10,0,0,0,0,0,0,1567404953,1567404718,51,73,10,1,0,0,0,0,1567404718,52,25,10,11,2,4294966955,4294967084,4294967084,6557,3265,4361
0,0,0,1567390411,2915,10,0,10,0,0,0,0,0,0,1567404963,1567404718,53,73,10,1,0,0,0,0,1567404718,54,25,10,11,2,4294967084,4294967084,4294967084,7244246,10999977,4276747087
0,0,0,1567390411,2917,10,0,10,0,1,1,1,0,0,1567404972,1567404967,5,77,9,1,0,0,0,0,1567404718,56,25,10,11,2,4294967084,4294967084,4294967084,13031303,4277195028,4645589
0,0,0,1567390411,2919,10,0,10,0,1,1,1,0,0,1567404982,1567404967,7,77,10,1,0,0,0,0,1567404718,58,25,10,11,2,4294967084,4294967084,4294967084,15608868,4278768673,514116
0,0,0,1567390411,2921,10,0,10,0,1,1,1,0,0,1567404992,1567404967,9,77,10,1,0,0,1,0,1567404997,0,26,9,11,2,4294967084,4294967084,4294967084,18084980,4288348414,4283454052
0,0,0,1567390411,2922,10,0,5,0,1,1,0,0,0,1567404997,1567404997,0,78,5,1,0,0,0,0,1567404999,5,31,6,11,2,4294967084,4294967084,4294967084,2529879,4277827778,14542763
0,0,0,1567390411,2924,10,0,10,0,0,0,0,0,0,1567405008,1567404999,6,90,11,1,0,0,0,0,1567404999,7,31,10,11,2,4294967084,4294967084,4294967084,4287467189,18409202,4284154793
0,0,0,1567390411,2926,10,0,10,0,0,0,0,0,0,1567405018,1567404999,8,90,10,1,0,0,0,0,1567404999,9,31,10,11,2,4294967084,4294967084,4294967084,4294966198,24116,4378
0,0,0,1567390411,2928,10,0,10,0,0,0,0,0,0,1567405028,1567404999,10,90,10,1,0,0,0,0,1567404999,11,31,10,11,2,4294967084,4294967084,4294967084,4294965110,4294966211,23
0,0,0,1567390411,2930,10,0,10,0,0,0,0,0,0,1567405038,1567404999,12,90,10,1,0,0,0,0,1567404999,13,31,10,11,2,,,,,,
