ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked
0,0,0,1567390411,3322,10,0,1567407001,0,0,0,0,0,0,1567406999,1567406809,42,160,1567406999,1,0,0,0,0,1567406809,43,46,1567407004,11,2
0,0,0,1567390411,3324,10,0,10,0,0,0,0,0,0,1567407009,1567406809,44,160,10,1,0,0,0,0,1567406809,45,46,10,11,2
0,0,0,1567390411,3326,10,0,10,0,0,0,0,0,0,1567407019,1567406809,46,160,10,1,0,0,0,0,1567406809,47,46,10,11,2
0,0,0,1567390411,3328,10,0,10,0,0,0,0,0,0,1567407029,1567406809,48,160,10,1,0,0,0,0,1567406809,49,46,10,11,2
0,0,0,1567390411,3330,10,0,10,0,0,0,0,0,0,1567407039,1567406809,50,160,10,1,0,0,0,0,1567406809,51,46,10,11,2
0,0,0,1567390411,3332,10,0,10,0,0,0,0,0,0,1567407049,1567406809,52,160,10,1,0,0,0,0,1567406809,53,46,10,11,2
0,0,0,1567390411,3334,10,0,10,0,1,1,1,0,0,1567407057,1567407052,5,164,8,1,0,0,0,0,1567406809,55,46,10,11,2
0,0,0,1567390411,3336,10,0,10,0,1,1,1,0,0,1567407067,1567407052,7,164,10,1,0,0,0,0,1567406809,57,46,10,11,2
0,0,0,1567390411,3338,10,0,10,0,1,1,1,0,0,1567407077,1567407052,9,164,10,1,1,1,1,0,1567407082,0,47,8,11,2
0,0,0,1567390411,3339,10,0,5,0,0,0,0,0,0,1567407082,1567407082,0,165,5,1,0,0,0,0,1567407082,5,48,5,11,2
0,0,0,1567390411,3341,10,0,10,0,0,0,0,0,0,1567407092,1567407082,6,169,10,1,0,0,0,0,1567407082,7,48,10,11,2
0,0,0,1567390411,3343,10,0,10,0,0,0,0,0,0,1567407102,1567407082,8,169,10,1,0,0,0,0,1567407082,9,48,10,11,2
0,0,0,1567390411,3345,10,0,10,0,0,0,0,0,0,1567407112,1567407082,10,169,10,1,0,0,0,0,1567407082,11,48,10,11,2
0,0,0,1567390411,3347,10,0,10,0,0,0,0,0,0,1567407122,1567407082,12,169,10,1,0,0,0,0,1567407082,13,48,10,11,2
0,0,0,1567390411,3349,10,0,10,0,0,0,0,0,0,1567407132,1567407082,14,169,10,1,0,0,0,0,1567407082,15,48,10,11,2
0,0,0,1567390411,3351,10,0,10,0,0,0,0,0,0,1567407142,1567407082,16,169,10,1,0,0,0,0,1567407082,17,48,10,11,2
0,0,0,1567390411,3353,10,0,10,0,0,0,0,0,0,1567407152,1567407082,18,169,10,1,0,0,0,0,1567407082,19,48,10,11,2
0,0,0,1567390411,3355,10,0,10,0,0,0,0,0,0,1567407162,1567407082,20,169,10,1,0,0,0,0,1567407082,21,48,10,11,2
0,0,0,1567390411,3357,10,0,10,0,0,0,0,0,0,1567407172,1567407082,22,169,10,1,0,0,0,0,1567407082,23,48,10,11,2
0,0,0,1567390411,3359,10,0,10,0,0,0,0,0,0,1567407182,1567407082,24,169,10,1,0,0,0,0,1567407082,25,48,10,11,2
0,0,0,1567390411,3361,10,0,10,0,0,0,0,0,0,1567407192,1567407082,26,169,10,1,0,0,0,0,1567407082,27,48,10,11,2
0,0,0,1567390411,3363,10,0,10,0,0,0,0,0,0,1567407202,1567407082,28,169,10,1,0,0,0,0,1567407082,29,48,10,11,2
0,0,0,1567390411,3365,10,0,10,0,0,0,0,0,0,1567407212,1567407082,30,169,10,1,0,0,0,0,1567407082,31,48,10,11,2
