ITA Abnormal pressure,ITA Device Abnormal,ITA Run Abnormal,ITA UTC,ITA sqNum,ITA stNum,ITA synchronization exception,ITA time interval,ITS Blocking reclosing,ITS BreakA,ITS BreakB,ITS BreakC,ITS Breaker TP Position,ITS TEST,ITS Timestamp,ITS UTC,ITS sqNum,ITS stNum,ITS time interval,LPD Blocking protection,LPD BreakA,LPD BreakB,LPD BreakC,LPD TEST,LPD UTC,LPD sqNum,LPD stNum,LPD time interval,Type of attack,Whether attacked,IA,IB,IC,VA,VB,VC
0,0,0,1567390411,3215,10,0,10,0,0,0,0,0,0,1567406464,1567406274,42,142,10,1,0,0,0,0,1567406274,43,42,10,11,2,4294967084,4294967084,4294967084,4294967292,4294962919,4294966200
0,0,0,1567390411,3217,10,0,10,0,0,0,0,0,0,1567406474,1567406274,44,142,10,1,0,0,0,0,1567406274,45,42,10,11,2,4294967084,4294967084,4294966928,4294965101,4294964010,4294966200
0,0,0,1567390411,3219,10,0,10,0,0,0,0,0,0,1567406484,1567406274,46,142,10,1,0,0,0,0,1567406274,47,42,10,11,2,4294967084,4294967084,4294967084,4294964015,4294966206,4294961822
0,0,0,1567390411,3221,10,0,10,0,0,0,0,0,0,1567406494,1567406274,48,142,10,1,0,0,0,0,1567406274,49,42,10,11,2,4294967084,4294967084,4294967084,4294967294,7662,5467
0,0,0,1567390411,3222,10,0,5,0,0,0,0,0,0,1567406500,1567406501,0,143,6,1,0,0,0,0,1567406274,50,42,5,11,2,4294967084,4294967084,4294967084,4294967294,4294964007,4294964009
0,0,0,1567390411,3223,10,0,5,0,1,1,1,0,0,1567406505,1567406501,5,147,5,1,0,0,0,0,1567406274,51,42,5,11,2,4294967084,4294967084,4294967084,4277231153,12838439,4995254
0,0,0,1567390411,3224,10,0,5,0,1,1,1,0,0,1567406510,1567406501,6,147,5,1,0,0,0,0,1567406274,52,42,5,11,2,4294967084,4294967084,4294967084,4292074238,17190159,4280726192
0,0,0,1567390411,3225,10,0,5,0,1,1,1,0,0,1567406515,1567406501,7,147,5,1,0,0,0,0,1567406274,53,42,5,11,2,4294967084,4294967084,4294967084,17415985,4291186665,4281314421
0,0,0,1567390411,3226,10,0,5,0,1,1,1,0,0,1567406520,1567406501,8,147,5,1,0,0,0,0,1567406274,54,42,5,11,2,4294967084,4294967084,4294967084,4276879370,6577447,11560896
0,0,0,1567390411,3227,10,0,5,0,1,1,1,0,0,1567406525,1567406501,9,147,5,1,0,0,0,0,1567406274,55,42,5,11,2,4294967084,4294967084,4294967084,10777398,4276637329,7446430
0,0,0,1567390411,3228,10,0,5,0,0,0,0,0,0,1567406530,1567406531,0,148,5,1,0,0,0,0,1567406531,5,44,7,11,2,4294967084,4294967084,4294967084,2947194,4277724690,14204407
0,0,0,1567390411,3230,10,0,10,0,0,0,0,0,0,1567406540,1567406531,6,151,10,1,0,0,0,0,1567406531,7,44,10,11,2,4294967084,4294967084,4294967084,5368596,4276933512,12591752
0,0,0,1567390411,3232,10,0,10,0,0,0,0,0,0,1567406550,1567406531,8,151,10,1,0,0,0,0,1567406531,9,44,10,11,2,4294967084,4294967084,4294967084,17981159,4289388354,4282547345
0,0,0,1567390411,3234,10,0,10,0,0,0,0,0,0,1567406560,1567406531,10,151,10,1,0,0,0,0,1567406531,11,44,10,11,2,4294967109,4294967084,4294967084,4282623463,4289321543,18000707
0,0,0,1567390411,3236,10,0,10,0,0,0,0,0,0,1567406570,1567406531,12,151,10,1,0,0,0,0,1567406531,13,44,10,11,2,4294967084,4294967084,4294967084,8753,4408,7637
0,0,0,1567390411,3238,10,0,10,0,0,0,0,0,0,1567406580,1567406531,14,151,10,1,0,0,0,0,1567406531,15,44,10,11,2,4294967084,4294967084,4294967084,4294966198,4294967295,4294966200
0,0,0,1567390411,3240,10,0,10,0,0,0,0,0,0,1567406590,1567406531,16,151,10,1,0,0,0,0,1567406531,17,44,10,11,2,4294967084,4294967084,4294967084,6536,3275,7620
0,0,0,1567390411,3242,10,0,10,0,0,0,0,0,0,1567406600,1567406531,18,151,10,1,0,0,0,0,1567406531,19,44,10,11,2,4294967084,4294967084,4294967084,7671,4384,10961
0,0,0,1567390411,3244,10,0,10,0,0,0,0,0,0,1567406610,1567406531,20,151,10,1,0,0,0,0,1567406531,21,44,10,11,2,4294967084,4294967084,4294967084,10824,4294967266,9731
0,0,0,1567390411,3246,10,0,10,0,0,0,0,0,0,1567406620,1567406531,22,151,10,1,0,0,0,0,1567406531,23,44,10,11,2,4294967084,4294967084,4294967084,10946,4380,9851
0,0,0,1567390411,3248,10,0,10,0,0,0,0,0,0,1567406630,1567406531,24,151,10,1,0,0,0,0,1567406531,25,44,10,11,2,4294967084,4294967084,4294967084,4294967275,6552,4294966177
0,0,0,1567390411,3250,10,0,10,0,0,0,0,0,0,1567406640,1567406531,26,151,10,1,0,0,0,0,1567406531,27,44,10,11,2,4294967084,4294967084,4294967084,4294967295,4294964011,4294964006
0,0,0,1567390411,3252,10,0,10,0,0,0,0,0,0,1567406650,1567406531,28,151,10,1,0,0,0,0,1567406531,29,44,10,11,2,4294967084,4294967084,4294967084,6576,4386,7673
0,0,0,1567390411,3254,10,0,10,0,0,0,0,0,0,1567406660,1567406531,30,151,10,1,0,0,0,0,1567406531,31,44,10,11,2,4294967084,4294967084,4294967084,13148,7693,7660
0,0,0,1567390411,3256,10,0,10,0,0,0,0,0,0,1567406670,1567406531,32,151,10,1,0,0,0,0,1567406531,33,44,10,11,2,4294967084,4294967084,4294967084,4294966205,4294966203,4294964013
0,0,0,1567390411,3258,10,0,10,0,0,0,0,0,0,1567406680,1567406531,34,151,10,1,0,0,0,0,1567406531,35,44,10,11,2,4294967084,4294967084,4294967084,4294965109,4386,4294964015
0,0,0,1567390411,3260,10,0,10,0,0,0,0,0,0,1567406690,1567406531,36,151,10,1,0,0,0,0,1567406531,37,44,10,11,2,4294967084,4294967084,4294967084,4294965109,4386,4294964015
