IA,IB,IC,VA,VB,VC
4294967084,4294967084,4294967084,4294965106,4294965118,4294964007
4294967109,4294967084,4294967084,13184,10977,10978
4294967109,4294967084,4294967084,4294965104,2190,4294967293
4294967084,4294967084,4294967084,4294967294,4294966222,4294964027
4294967084,4294967084,4294967084,4294965137,4294964025,4294966205
4294967084,4294967084,4294967084,4294961831,4294966212,4294964024
4294967084,4294967084,4294967084,7676,9860,6578
4294967084,4294967084,4294967084,4290712835,17665327,4281630983
4294967084,4294967084,4294967084,4278656504,969803,15376067
4294967084,4294967084,4294967084,4289084379,4282817739,17981923
4294967084,4294967084,4294967084,4284057897,4287666255,18204937
4294967084,4294967084,4294967084,4278713336,15540254,813486
4294967084,4294967084,4294967084,7338182,4276648925,10865070
4294967084,4294967084,4294967084,11951557,4276764404,6159193
4294967084,4294967084,4294967084,4290638902,17748669,4281628140
